region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,total_days,yield_kg_per_hectare,latitude,longitude,NDVI_index,crop_disease_status,Water_Needed,Heat_Stress,Soil_Health,Water_Amount_Liters,Recommended_Fertilizer,Irrigation_Time,Rain_Impact,Farm_Efficiency
3,1,34.44,6.51,31.63,152.89,70.25,5.1,3,2,41.92,139.02,4488.64,20.72,87.49,0.63,3,0,1,0,20,0,2,0,2
1,0,18.4,6.66,23.25,199.12,92.04,5.64,1,2,44.52,145.26,5932.02,23.6,74.55,0.73,0,1,1,2,30,3,2,0,2
2,3,34.78,7.27,25.45,295.55,62.58,3.28,1,0,12.0,151.97,3689.53,25.85,73.53,0.85,2,0,1,0,20,3,2,0,2
1,1,41.7,7.75,21.84,138.35,72.66,5.92,2,2,9.49,148.81,2528.23,34.07,88.44,0.44,0,0,1,0,10,2,2,0,0
0,0,30.61,6.9,26.47,146.24,55.88,7.03,0,1,40.59,104.01,3877.78,26.97,79.7,0.7,2,1,1,0,20,3,2,0,0
0,3,25.68,5.75,27.23,137.57,70.07,9.88,1,0,48.43,119.64,3367.47,18.27,85.86,0.87,0,1,1,2,20,1,2,0,0
4,2,26.18,6.36,21.05,98.18,74.23,8.89,1,2,40.25,136.19,5923.11,25.34,85.23,0.62,0,1,1,2,20,3,2,0,2
2,1,21.93,6.53,14.83,226.91,55.77,4.17,0,0,45.48,151.41,2680.33,21.31,70.28,0.28,2,1,1,2,20,2,0,0,0
2,3,37.06,6.85,16.83,297.07,78.37,5.37,3,1,35.19,103.63,3580.99,15.85,85.08,0.75,3,0,1,0,10,0,0,0,2
2,4,17.2,6.11,27.75,230.91,41.63,6.31,3,2,9.4,123.71,4234.98,30.88,75.21,0.8,3,1,1,2,30,0,2,0,2
3,3,13.14,7.13,16.26,207.73,52.19,8.18,2,0,12.01,108.77,5835.52,20.73,87.14,0.33,2,1,1,2,30,2,0,0,0
2,4,28.56,7.42,18.14,73.23,85.42,6.46,3,0,22.41,139.6,5998.37,13.54,88.62,0.88,3,0,1,2,20,0,0,0,2
3,4,23.6,6.59,29.52,150.39,65.29,8.78,2,2,17.83,110.21,3654.5,14.04,73.07,0.65,3,1,1,2,20,0,2,0,0
0,3,45.61,6.49,17.95,225.1,72.65,7.47,0,1,3.73,140.32,5177.55,19.37,73.25,0.66,2,0,1,1,10,3,0,0,2
4,4,30.51,6.32,25.98,143.47,69.89,3.6,2,2,20.94,119.04,5016.44,17.97,79.17,0.49,1,0,1,0,20,2,2,0,2
2,3,16.91,5.77,28.74,158.25,49.84,10.01,1,2,24.56,132.96,2280.14,20.85,70.9,0.75,0,1,1,2,30,1,2,0,0
2,1,22.92,5.58,31.25,202.49,50.0,2.89,1,2,48.97,130.11,3399.17,21.04,78.83,0.71,1,1,1,2,20,1,2,0,0
4,4,23.63,6.5,27.63,85.72,54.28,8.83,1,0,32.26,148.88,5561.78,13.94,74.57,0.51,2,1,1,2,20,3,2,0,2
4,2,33.77,5.93,32.54,222.72,33.43,4.56,3,2,39.79,111.29,2904.35,34.84,77.17,0.51,1,0,2,0,20,1,2,0,0
0,3,29.71,7.04,27.93,219.86,59.84,10.58,1,2,38.89,139.46,5700.22,27.17,70.72,0.83,1,1,1,2,20,3,2,0,2
4,4,31.28,6.16,17.86,276.64,84.69,6.99,3,2,32.01,133.79,5298.58,24.57,76.36,0.92,0,1,1,0,20,3,0,0,2
4,4,13.23,6.94,32.53,149.48,71.11,4.05,2,1,9.84,128.28,3794.68,34.83,88.3,0.67,0,1,2,2,30,3,2,0,0
4,2,35.65,5.66,21.22,277.3,68.51,6.47,1,1,20.78,98.39,2247.64,29.15,76.99,0.34,1,0,1,0,10,1,2,0,0
2,1,17.08,5.45,23.38,58.66,76.5,6.23,2,2,20.22,159.04,4535.1,31.4,73.19,0.35,2,1,1,2,30,1,2,0,0
0,0,23.53,5.55,18.4,174.18,86.77,5.94,1,1,31.1,121.99,5135.93,12.47,80.94,0.35,2,1,1,2,20,1,0,0,0
0,3,6.2,7.06,31.51,149.98,83.27,8.57,2,2,6.99,153.27,2124.2,26.2,81.9,0.87,3,1,1,2,30,0,2,0,0
1,3,42.41,6.6,25.75,249.4,80.88,7.52,1,1,46.65,142.81,5586.41,11.88,87.85,0.46,0,0,1,0,10,2,2,0,2
1,1,31.03,6.54,33.01,76.62,80.79,6.03,1,1,35.1,131.79,5653.78,22.11,72.56,0.33,1,1,2,0,20,2,2,0,0
2,1,30.77,6.83,31.2,113.01,75.12,7.65,1,0,25.1,104.8,3808.64,15.75,75.49,0.36,0,0,1,0,20,2,2,0,0
4,4,29.13,6.34,27.67,152.59,66.09,4.33,2,2,13.42,114.06,4875.28,18.13,79.46,0.34,1,0,1,2,20,2,2,0,0
4,1,15.37,5.89,16.66,280.61,78.45,4.28,3,1,24.76,95.58,2477.35,16.39,80.46,0.84,0,1,1,2,30,1,0,0,0
0,1,11.62,6.85,20.1,122.04,66.97,9.74,0,2,14.01,139.83,5083.02,28.41,82.13,0.37,3,1,1,2,30,0,2,0,0
1,3,31.32,5.99,26.97,49.14,78.25,5.13,2,1,15.25,98.84,5883.28,27.06,85.59,0.39,3,0,1,0,20,1,2,0,2
4,3,17.95,6.96,27.2,163.06,79.59,7.43,3,0,32.84,150.83,4543.02,20.78,75.16,0.82,0,1,1,2,30,3,2,0,2
2,1,46.76,6.16,19.5,115.24,71.68,6.48,0,2,27.65,113.69,4863.56,19.42,78.49,0.72,0,0,1,1,10,3,0,0,2
3,1,23.22,6.8,26.65,266.7,57.96,7.61,1,2,36.09,105.91,5696.88,11.55,80.02,0.62,3,1,1,2,20,0,2,0,2
0,2,17.77,5.68,27.45,223.56,59.44,7.85,0,2,16.75,118.76,5704.03,33.36,87.22,0.71,3,1,1,2,30,1,2,0,2
4,1,9.95,5.34,26.6,144.74,55.98,5.8,3,1,16.37,131.89,2503.01,20.16,85.76,0.5,2,1,1,2,30,1,2,0,0
4,1,30.84,5.32,27.51,92.51,81.86,7.28,0,2,34.42,98.48,3481.57,21.41,73.7,0.64,1,0,1,0,20,1,2,0,0
4,2,40.3,6.29,19.13,281.11,74.31,7.41,1,1,21.14,102.21,2419.18,29.65,77.05,0.37,1,0,1,0,10,2,0,0,0
3,2,52.19,7.89,25.4,244.86,84.78,6.55,3,0,17.47,109.64,3639.17,12.74,81.44,0.64,2,0,1,1,5,3,2,0,2
0,1,5.73,5.83,23.0,127.81,53.33,6.76,2,0,24.61,124.18,2502.06,18.69,72.12,0.73,2,1,1,2,30,1,2,0,0
4,2,29.05,6.63,22.13,143.65,59.55,6.67,2,2,40.17,106.63,5387.55,13.73,89.6,0.41,0,1,1,2,20,2,2,0,0
4,4,12.43,7.15,23.61,63.28,53.54,5.72,1,1,9.61,151.07,3397.78,14.12,80.88,0.35,3,1,1,2,30,0,2,0,0
1,1,40.69,7.98,25.5,41.06,41.84,5.31,3,2,24.59,115.95,2709.13,16.46,70.66,0.69,0,0,1,0,10,3,2,0,0
1,3,23.18,6.11,24.38,140.15,63.56,6.41,1,0,19.91,147.45,3163.04,22.98,73.65,0.48,3,0,1,2,20,0,2,0,0
3,3,53.79,6.43,14.03,95.69,42.75,7.73,3,1,33.51,139.98,5584.87,24.55,88.37,0.5,3,0,1,1,5,0,0,0,2
4,2,15.04,7.61,20.0,254.09,76.16,4.82,2,0,18.26,107.27,3249.06,20.09,89.74,0.66,0,1,1,2,30,3,2,0,0
3,4,39.59,5.57,14.72,242.25,49.23,5.66,2,0,2.91,125.1,2484.97,21.79,85.47,0.6,0,0,1,0,10,1,0,0,0
3,1,23.77,5.87,26.61,284.44,65.82,10.05,2,1,38.73,143.35,3214.73,17.17,71.39,0.52,3,1,1,2,20,1,2,0,0
2,0,17.43,6.07,29.87,247.84,40.47,8.18,3,0,38.07,141.4,3411.47,25.5,83.67,0.69,1,1,1,2,30,3,2,0,0
4,2,39.16,6.41,25.44,191.51,42.77,5.85,2,2,24.96,98.14,3333.33,11.72,73.49,0.57,0,0,1,0,10,3,2,0,0
1,0,9.81,6.93,22.23,60.02,70.84,6.27,3,2,35.65,131.24,5137.42,18.11,82.9,0.42,1,1,1,2,30,2,2,0,0
1,3,42.97,6.28,21.16,238.31,83.02,6.29,1,1,50.73,151.31,5409.38,11.97,87.99,0.56,0,0,1,0,10,3,2,0,2
1,2,23.28,6.27,26.55,112.95,40.84,4.38,0,1,17.83,97.41,4073.33,21.63,81.95,0.73,3,1,1,2,20,0,2,0,0
2,3,37.78,5.2,18.09,267.39,88.59,5.48,1,0,34.68,95.04,5374.04,31.52,77.48,0.52,3,0,1,0,10,1,0,0,2
4,2,44.2,6.15,15.92,203.99,60.24,5.51,0,2,36.35,136.47,5117.0,23.92,72.34,0.61,1,0,1,0,10,3,0,0,2
3,2,18.77,7.38,18.5,229.7,98.01,8.23,2,1,36.04,102.05,3636.47,29.97,80.05,0.44,3,1,1,2,30,0,0,0,0
0,3,24.05,6.48,19.89,231.91,45.49,10.24,3,0,9.89,115.69,4328.65,28.92,86.45,0.74,0,1,1,2,20,3,0,0,2
4,1,31.34,5.58,35.56,214.1,92.02,6.43,2,2,41.84,107.05,5183.8,11.92,89.1,0.45,3,0,2,0,20,1,1,0,2
3,0,35.65,6.03,19.61,241.03,42.48,7.77,0,0,27.06,93.83,5850.47,23.34,70.83,0.83,3,0,1,0,10,0,0,0,2
3,2,9.08,6.55,28.27,144.3,72.3,7.75,3,0,16.93,117.54,3327.1,19.95,76.37,0.59,3,1,1,2,30,0,2,0,0
3,3,47.02,5.5,27.07,264.03,53.59,6.24,1,1,24.54,105.56,4453.5,25.6,82.67,0.64,2,0,1,1,10,1,2,0,2
2,2,24.23,6.08,15.94,264.79,77.04,5.49,2,2,31.31,127.4,2751.01,18.61,84.71,0.79,1,1,1,2,20,3,0,0,0
0,4,18.51,6.55,27.03,80.21,49.31,5.62,0,2,17.97,112.11,2843.63,16.64,84.89,0.72,2,1,1,2,30,3,2,0,0
2,2,13.7,7.12,20.25,212.8,70.04,8.29,1,2,6.77,152.19,4755.84,12.32,87.21,0.81,0,1,1,2,30,3,2,0,2
1,0,17.16,6.12,24.27,278.04,91.42,8.57,2,1,11.4,95.58,2684.7,31.18,74.53,0.37,1,1,1,2,30,2,2,0,0
0,2,28.85,7.05,22.58,282.74,59.85,5.28,2,1,46.96,91.38,3865.24,16.75,86.22,0.81,1,0,1,2,20,3,2,0,2
2,2,43.95,6.09,30.06,93.92,59.53,9.37,1,0,24.53,111.55,2105.44,12.08,83.83,0.7,3,0,1,0,10,0,2,0,0
1,4,12.67,6.99,21.12,166.62,74.16,3.27,1,0,31.32,104.46,5119.77,16.77,77.73,0.9,0,1,1,2,30,3,2,0,2
4,0,20.77,6.89,30.75,278.49,74.02,6.97,0,0,6.91,132.78,5192.53,26.97,74.52,0.59,2,1,1,2,20,3,2,0,2
3,3,40.21,5.66,23.74,210.01,78.72,9.71,2,0,21.91,139.05,4378.12,34.59,88.48,0.3,3,1,1,0,10,1,2,0,0
1,3,47.35,6.28,23.43,97.56,86.64,9.76,1,2,40.11,122.87,4412.39,31.13,81.34,0.52,2,0,1,1,10,3,2,0,2
4,1,32.84,5.53,25.93,246.62,52.04,9.35,1,2,30.18,128.32,5554.78,19.84,84.47,0.38,1,1,1,0,20,1,2,0,2
1,3,4.73,7.27,20.6,74.5,69.02,9.86,0,1,54.4,113.36,2719.63,16.53,89.62,0.71,1,1,1,2,30,3,2,0,0
0,2,35.16,7.13,24.34,292.49,57.03,6.13,2,1,44.54,99.75,3790.97,16.65,86.25,0.78,1,0,1,0,10,3,2,0,2
4,1,18.38,7.4,34.85,262.83,62.87,8.29,0,2,15.87,111.33,4384.2,16.08,74.56,0.73,2,1,2,2,30,3,1,0,0
4,4,27.03,5.92,17.59,272.61,87.55,10.85,2,1,28.72,108.58,3255.64,11.86,79.07,0.55,3,1,1,2,20,1,0,0,0
0,0,39.02,7.21,30.52,310.33,77.31,6.91,3,0,36.47,142.37,2510.81,12.64,70.82,0.63,1,0,1,0,10,3,2,0,0
0,0,28.45,5.64,21.94,93.29,84.8,6.42,0,2,40.95,131.33,4681.67,33.65,85.52,0.33,0,1,1,2,20,1,2,0,0
2,4,38.96,6.02,33.42,101.56,55.59,3.96,3,1,44.97,113.76,3077.03,31.27,78.45,0.8,2,0,2,0,10,3,2,0,0
1,3,17.4,5.29,22.66,187.77,70.68,8.67,3,2,41.44,129.08,5817.37,14.7,78.86,0.57,3,1,1,2,30,1,2,0,2
4,3,26.1,6.63,16.27,108.63,74.87,9.64,2,2,9.92,90.07,4020.81,34.58,77.45,0.64,1,1,1,2,20,3,0,0,0
1,4,41.74,6.45,27.52,165.87,52.33,8.68,3,1,23.0,92.24,2895.91,27.78,85.78,0.28,3,0,1,0,10,0,2,0,0
0,2,20.29,6.25,25.44,225.86,44.67,6.58,0,2,13.44,113.78,5694.71,33.24,86.92,0.65,3,1,1,2,20,0,2,0,2
1,2,41.4,5.65,15.62,233.56,70.32,2.67,0,2,33.45,100.49,4599.3,30.35,71.84,0.69,0,0,1,0,10,1,0,0,2
3,3,36.85,7.29,21.31,265.18,78.93,4.41,1,1,36.43,131.23,4852.59,24.03,73.77,0.89,3,0,1,0,10,0,2,0,2
0,0,37.12,5.9,29.07,134.43,60.67,5.43,3,0,19.04,150.16,3901.52,26.18,85.92,0.4,0,0,1,0,10,1,2,0,0
2,0,15.98,6.28,14.26,45.85,51.94,6.62,3,1,38.66,87.6,5525.85,15.54,88.04,0.71,3,1,1,2,30,0,0,0,2
2,1,40.39,6.83,32.97,123.56,77.28,6.23,1,0,29.14,108.67,3809.02,15.57,75.41,0.41,0,0,2,0,10,2,2,0,0
3,4,43.26,7.64,31.98,135.56,33.67,7.81,0,0,20.01,98.32,2615.69,20.06,81.71,0.39,1,0,1,0,10,2,2,0,0
1,3,41.57,6.7,26.26,299.09,76.63,7.26,3,1,42.19,107.26,2672.43,15.29,83.99,0.42,3,1,1,0,10,0,2,0,0
0,3,37.24,6.29,16.98,286.85,67.66,11.05,0,2,46.0,130.12,2785.46,19.71,84.64,0.83,3,1,1,0,10,0,0,0,0
4,2,24.61,6.08,24.83,217.5,46.74,5.37,3,2,39.64,99.97,2955.37,34.89,77.26,0.51,1,0,1,2,20,3,2,0,0
0,3,28.78,6.31,24.22,187.0,80.79,5.55,1,0,43.74,117.19,5734.13,12.85,74.64,0.44,1,0,1,2,20,2,2,0,2
4,2,36.34,7.39,23.24,109.51,78.83,10.98,3,2,16.68,106.67,5034.4,22.73,72.39,0.73,0,1,1,0,10,3,2,0,2
4,4,16.98,7.39,24.47,68.58,85.7,5.07,2,1,19.63,125.48,3404.81,19.16,88.08,0.34,3,1,1,2,30,0,2,0,0
1,0,24.71,6.75,26.38,188.08,83.96,5.94,1,2,42.29,129.11,5767.85,23.35,75.02,0.76,0,1,1,2,20,3,2,0,2
0,0,15.1,5.57,19.63,233.32,68.71,8.18,2,0,21.72,130.35,4337.59,13.82,89.77,0.61,2,1,1,2,30,1,0,0,0
0,2,26.16,6.39,22.06,252.35,39.56,7.3,2,2,49.62,127.5,2699.06,12.96,70.89,0.86,1,1,1,2,20,3,2,0,0
0,3,29.93,7.01,35.07,236.38,44.24,4.59,1,2,11.82,105.49,4019.41,28.08,85.34,0.54,3,0,2,2,20,0,1,0,0
2,4,34.83,6.07,16.93,282.91,51.25,5.5,1,2,33.79,132.64,2262.11,29.7,73.73,0.77,0,1,1,0,20,3,0,0,0
4,0,38.83,6.73,18.71,109.34,87.41,7.95,3,2,11.36,125.55,2488.98,19.4,72.73,0.41,2,1,1,0,10,2,0,0,0
1,1,39.47,7.26,18.55,159.59,75.46,10.09,3,1,16.76,115.28,2274.91,31.92,89.52,0.69,3,0,1,0,10,0,0,0,0
3,3,20.83,7.18,33.9,128.87,72.99,9.81,3,1,43.38,117.05,3320.45,27.52,87.43,0.75,0,1,2,2,20,3,2,0,0
4,0,11.95,7.14,30.07,72.72,45.29,7.1,2,1,22.62,145.45,3829.51,19.32,75.95,0.58,0,1,1,2,30,3,2,0,0
1,0,27.74,7.53,26.06,288.73,47.91,8.49,3,2,14.14,115.26,4252.93,33.08,80.94,0.42,2,1,1,2,20,2,2,0,0
0,0,29.08,6.26,11.26,187.59,83.85,6.44,0,1,14.45,107.94,5269.35,13.73,72.48,0.66,1,1,1,2,20,3,0,0,2
1,1,18.63,6.21,25.67,156.36,52.1,4.26,1,1,41.34,116.87,3172.58,19.72,82.48,0.6,1,1,1,2,30,3,2,0,0
1,1,37.65,5.94,32.02,294.94,77.95,7.14,1,2,33.47,93.29,2078.04,25.08,80.61,0.96,2,0,2,0,10,1,2,0,0
0,2,42.56,6.05,31.85,53.3,83.48,6.58,1,1,11.57,136.05,4169.12,30.69,76.22,0.51,1,0,1,0,10,3,2,0,0
0,3,33.13,7.26,24.07,179.85,57.68,6.56,1,1,29.83,124.65,3437.57,23.57,70.19,0.71,3,0,1,0,20,0,2,0,0
1,1,11.5,6.32,22.95,75.42,75.17,7.66,2,0,14.91,103.62,5711.22,20.92,72.36,0.66,1,1,1,2,30,3,2,0,2
3,0,20.12,6.81,21.44,269.07,50.79,5.42,2,2,17.48,96.12,4460.69,17.82,87.86,0.84,1,1,1,2,20,3,2,0,2
1,3,36.23,4.94,28.85,89.86,65.38,10.45,0,1,49.64,111.73,5221.96,30.57,86.49,0.69,0,1,1,0,10,1,2,0,2
3,0,38.1,7.4,16.81,171.6,74.35,8.86,0,2,19.1,150.75,2304.67,21.62,82.24,0.31,2,1,1,0,10,2,0,0,0
1,2,6.26,6.98,13.3,63.11,46.74,8.08,2,0,35.66,96.73,4984.4,24.21,74.65,0.67,3,1,1,2,30,0,0,0,0
1,0,15.53,7.03,15.6,233.9,73.6,9.85,3,1,41.03,124.82,5804.97,22.62,81.74,0.77,3,1,1,2,30,0,0,0,2
0,3,20.76,5.69,26.68,146.92,74.96,8.45,1,0,47.49,114.02,3526.32,18.64,85.7,0.82,0,1,1,2,20,1,2,0,0
0,3,23.81,5.7,14.86,64.35,64.66,9.77,0,0,34.26,139.61,3036.17,16.46,81.57,0.69,1,1,1,2,20,1,0,0,0
0,1,17.07,7.16,28.72,217.23,94.3,7.54,0,1,38.94,98.66,5849.14,16.7,87.95,0.7,1,1,1,2,30,3,2,0,2
0,3,13.44,6.16,26.23,246.9,69.44,8.59,0,1,48.79,93.83,2673.16,28.89,88.31,0.53,1,1,1,2,30,3,2,0,0
4,4,34.69,7.68,24.0,58.46,53.33,5.87,1,1,7.68,140.45,3238.97,14.16,80.69,0.3,3,1,1,0,20,0,2,0,0
0,2,22.36,7.02,25.02,58.75,41.28,6.88,3,0,35.68,94.5,3093.49,28.17,88.55,0.8,1,1,1,2,20,3,2,0,0
3,1,14.89,6.41,20.44,130.25,85.08,2.84,3,1,49.53,124.12,2852.07,13.07,77.13,0.4,1,1,1,2,30,2,2,0,0
1,0,7.78,5.91,18.95,244.27,60.31,8.38,2,2,28.58,140.4,3109.06,21.21,85.4,0.54,1,1,1,2,30,1,0,0,0
4,4,21.48,6.21,21.38,124.63,61.09,5.85,0,0,35.31,93.92,2254.71,30.58,81.21,0.89,2,1,1,2,20,3,2,0,0
2,1,36.97,6.85,19.89,119.97,86.88,4.95,3,1,19.76,122.4,5734.85,30.94,83.46,0.85,1,1,1,0,10,3,0,0,2
1,3,44.5,6.57,21.34,114.08,78.73,7.89,1,2,34.83,126.96,4496.48,31.37,81.24,0.55,2,0,1,0,10,3,2,0,2
2,2,49.93,6.1,30.25,84.77,52.12,8.04,1,0,20.38,129.57,2083.16,11.9,84.21,0.77,3,0,1,1,10,0,2,0,0
1,1,24.43,6.95,22.08,299.37,67.37,7.23,0,1,27.39,101.53,4901.42,34.54,89.73,0.79,3,1,1,2,20,0,2,0,2
2,4,26.35,6.75,18.94,263.14,62.24,9.0,3,0,10.22,122.66,2556.4,34.0,74.0,0.34,1,1,1,2,20,2,0,0,0
2,2,15.08,7.09,32.3,70.38,91.17,7.27,2,1,6.6,106.45,5506.69,15.34,84.99,0.76,0,1,2,2,30,3,2,0,2
1,1,35.47,7.68,25.09,54.37,39.97,5.02,3,2,28.33,109.83,3095.97,16.53,70.42,0.64,0,0,1,0,10,3,2,0,0
2,2,10.53,7.01,18.05,206.77,36.65,8.25,0,2,8.39,117.04,4331.09,26.09,87.18,0.71,2,1,1,2,30,3,0,0,0
3,0,27.28,7.26,16.15,150.9,49.32,10.43,1,2,47.91,140.48,2977.19,17.33,70.77,0.35,0,1,1,2,20,2,0,0,0
3,3,49.7,7.09,15.08,71.91,46.59,7.85,3,1,31.27,130.72,5345.23,24.68,88.65,0.51,3,0,1,1,10,0,0,0,2
2,4,14.43,7.32,29.55,96.98,62.12,6.64,3,1,18.75,120.77,4471.22,29.72,76.08,0.29,2,1,1,2,30,2,2,0,0
0,3,36.42,6.29,25.84,83.86,78.46,8.58,3,1,38.83,117.39,2941.06,13.86,76.87,0.57,0,1,1,0,10,3,2,0,0
2,2,33.87,6.38,26.76,80.46,55.66,9.32,1,0,25.87,120.43,2095.92,11.92,83.68,0.73,3,0,1,0,20,0,2,0,0
1,3,33.97,6.42,13.56,129.87,60.25,7.09,1,0,25.78,130.6,3744.19,33.67,84.91,0.59,2,1,1,0,20,3,0,0,0
0,3,39.07,6.28,29.77,82.46,89.76,9.52,2,0,1.34,140.26,5648.42,16.44,85.89,0.34,0,0,1,0,10,2,2,0,2
4,2,22.09,6.77,30.97,82.4,53.58,8.28,3,1,35.2,87.01,2842.35,16.55,75.53,0.37,3,1,1,2,20,0,2,0,0
3,4,36.12,6.17,21.94,253.46,64.15,3.88,3,2,13.38,121.09,3550.86,24.9,70.42,0.9,2,0,1,0,10,3,2,0,2
1,1,20.23,6.88,24.62,253.96,79.21,9.12,2,0,11.83,116.29,5329.24,28.63,71.88,0.84,0,1,1,2,20,3,2,0,2
1,0,32.59,5.95,33.6,68.93,74.52,8.15,2,1,34.36,140.55,4124.35,26.93,84.34,0.6,3,1,2,0,20,1,2,0,0
1,4,39.26,6.43,16.04,71.32,46.01,5.79,2,0,10.47,128.15,5306.95,20.52,77.8,0.51,3,0,1,0,10,0,0,0,2
2,2,10.08,6.71,18.26,234.57,71.86,5.13,0,0,19.41,133.46,4240.87,11.05,80.11,0.33,3,1,1,2,30,0,0,0,0
0,2,14.89,7.23,24.5,60.05,41.28,4.73,3,0,39.15,92.86,3269.3,28.45,88.77,0.82,1,1,1,2,30,3,2,0,0
4,0,37.24,7.22,23.83,252.97,67.62,8.11,0,1,3.96,129.86,1994.86,28.81,83.99,0.62,1,0,1,0,10,3,2,0,0
3,3,38.77,5.76,28.41,266.84,65.48,6.73,1,1,21.2,101.87,4339.44,25.65,82.59,0.69,2,0,1,0,10,1,2,0,2
2,1,30.32,7.29,14.14,104.24,70.24,4.42,1,1,45.35,91.35,3385.04,14.73,79.9,0.93,1,1,1,0,20,3,0,0,2
3,4,16.9,6.01,26.18,184.69,71.21,6.82,0,2,20.18,141.86,2542.81,15.02,78.96,0.58,2,1,1,2,30,3,2,0,0
2,4,42.73,6.7,35.49,101.25,57.74,3.72,3,1,46.78,118.7,3395.04,31.36,78.9,0.76,2,0,2,0,10,3,1,0,2
3,1,34.22,7.66,18.77,118.06,66.9,7.71,2,2,11.14,127.52,5834.31,27.93,89.29,0.37,1,0,1,0,20,2,0,0,2
4,2,30.73,6.56,21.09,168.61,50.38,5.26,2,2,31.35,89.44,2960.26,11.76,73.08,0.48,0,0,1,0,20,2,2,0,0
4,4,21.91,7.02,21.94,63.4,56.11,5.67,1,1,13.33,140.07,3358.57,14.12,80.77,0.38,3,1,1,2,20,0,2,0,0
4,3,41.34,6.44,23.82,172.29,88.17,8.64,1,0,24.06,97.68,2500.47,18.26,84.8,0.35,2,0,1,0,10,2,2,0,0
3,1,24.27,7.44,23.6,254.36,62.02,4.7,0,2,10.04,115.21,2225.6,31.35,84.99,0.48,0,1,1,2,20,2,2,0,0
3,4,32.55,6.45,23.3,206.25,65.24,7.9,0,2,25.66,103.51,4555.75,10.17,80.96,0.91,3,0,1,0,20,0,2,0,2
1,2,34.64,6.45,19.3,232.12,56.87,6.79,3,0,28.74,139.99,5858.64,15.87,78.22,0.91,3,1,1,0,20,0,0,0,2
1,0,22.51,7.23,15.55,245.94,76.46,8.2,3,1,40.64,116.32,6126.0,22.4,81.71,0.9,3,1,1,2,20,0,0,0,2
0,3,35.87,6.36,27.88,112.4,61.74,7.84,3,0,34.71,110.58,2267.78,33.96,70.5,0.93,2,0,1,0,10,3,2,0,0
0,3,24.99,6.77,15.52,258.51,45.95,9.92,3,0,12.18,122.17,4315.9,29.18,86.45,0.79,0,1,1,2,20,3,0,0,2
1,1,21.61,6.68,26.67,166.9,66.14,4.89,1,1,43.81,124.76,3100.79,20.04,82.34,0.62,1,1,1,2,20,3,2,0,0
4,4,37.85,6.67,17.32,206.03,81.45,3.63,0,2,29.61,121.68,5522.77,24.15,84.37,0.89,0,0,1,0,10,3,0,0,2
1,4,44.37,5.53,21.43,175.17,60.07,9.96,3,1,46.98,111.6,3509.44,26.59,87.22,0.48,3,1,1,0,10,1,2,0,0
3,0,22.02,6.61,22.1,254.7,81.33,7.79,2,1,14.05,123.56,3462.36,14.71,87.86,0.52,2,1,1,2,20,3,2,0,0
4,3,16.41,6.29,19.41,210.89,75.2,7.59,2,1,10.48,101.25,3204.34,25.42,87.18,0.85,3,1,1,2,30,0,0,0,0
2,4,24.65,7.61,18.51,233.16,78.21,5.04,2,2,25.24,131.17,2772.47,28.15,82.52,0.46,3,1,1,2,20,0,0,0,0
1,1,26.19,6.69,21.53,195.04,56.5,2.31,1,1,10.01,104.2,5201.72,31.36,82.54,0.59,2,1,1,2,20,3,2,0,2
1,2,18.9,7.35,24.7,242.73,64.65,7.03,1,2,29.79,95.17,4285.4,13.07,81.52,0.81,1,1,1,2,30,3,2,0,2
2,0,10.91,5.55,29.43,270.21,68.35,6.09,3,1,30.24,119.62,2714.28,31.57,70.96,0.63,2,1,1,2,30,1,2,0,0
1,1,26.78,6.28,25.49,259.64,88.45,10.08,2,0,16.28,116.95,5280.98,28.16,71.45,0.8,0,1,1,2,20,3,2,0,2
1,0,21.53,6.85,27.5,167.02,88.38,4.41,1,2,42.58,140.82,5854.69,23.55,74.13,0.69,0,1,1,2,20,3,2,0,2
1,4,8.07,6.37,22.06,245.79,66.38,8.59,1,0,16.8,132.21,4334.02,29.25,84.82,0.75,1,1,1,2,30,3,2,0,0
0,1,37.26,5.75,15.8,95.15,83.7,6.82,3,1,28.79,131.38,5292.2,15.44,74.84,0.79,0,0,1,0,10,1,0,0,2
0,2,20.93,5.64,26.43,225.3,53.01,7.72,0,2,16.61,117.22,5456.99,33.24,87.47,0.68,3,1,1,2,20,1,2,0,2
3,3,45.21,6.69,17.23,94.45,89.22,5.56,3,0,35.75,123.98,4786.81,15.0,84.21,0.47,2,0,1,1,10,2,0,0,2
0,3,37.7,6.86,33.69,241.3,39.46,5.85,1,2,3.94,120.39,4306.13,27.97,85.3,0.58,3,0,2,0,10,0,2,0,2
2,1,55.03,6.32,27.1,284.98,53.76,9.34,3,0,36.1,115.53,4980.92,25.98,78.18,0.48,3,0,1,1,5,0,2,0,2
4,2,22.56,7.44,24.19,243.93,85.01,3.68,2,0,20.71,113.46,3404.62,19.88,89.71,0.58,0,1,1,2,20,3,2,0,0
3,1,12.66,5.05,24.74,113.21,91.98,6.9,2,1,44.52,140.81,2028.04,21.87,78.87,0.36,0,1,1,2,30,1,2,0,3
0,0,33.42,7.13,31.07,155.9,36.24,4.63,2,1,25.61,93.23,3510.05,17.8,81.34,0.37,1,0,1,0,20,2,2,0,0
